volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
400.85,399.41,397.04,22.06,21.98,23.3,14.61,0.904,62.32
400.43,400.91,397.18,23,25.12,23.53,16.44,0.898,62.73
398.93,395.15,399.36,22.9,22.74,20.43,15.01,0.89,63.78
401.31,401.46,398.98,24.23,25.1,23.43,14.36,0.911,65.42
398.06,398.25,396.03,21.23,22.47,24.22,13.7,0.882,61.89
390.97,402.32,400.67,22.48,21.97,22.84,14.15,0.886,63.44
396.35,402.62,402.26,21.88,24.06,22.83,14.46,0.894,64.91
394.74,405.48,398.21,23,21.97,23.38,15.55,0.884,63.29
400.39,399.23,396.11,23.8,23.43,21.1,15,0.915,63.13
395.77,406.1,402.46,23.11,22.46,25.3,12.45,0.912,64.45
399.16,402.96,399.8,23.64,21.11,23.18,13.63,0.891,63.36
399.81,396.6,397.62,22.21,21.8,22.31,13.04,0.914,62.81
401.08,400.01,397.28,23.44,21.8,24.14,14.27,0.914,61.94
396.79,399.24,400.09,20.71,22.45,22.17,15.25,0.91,62.41
400.15,396.96,399.71,24.1,20.97,23.93,14,0.898,64.06
402.38,400.18,405.95,23.8,22.54,21.68,15.23,0.893,62.45
397.99,400.32,397.1,22.06,22.8,21.84,13.2,0.902,62.93
401.77,399.63,402.93,22.39,25.58,23.06,14.86,0.937,63.41
403.47,397.46,396.02,23.68,25.59,24.39,13.52,0.889,62.25
398.53,393.94,401.27,24.64,21.92,21.18,14.2,0.92,63.92
399.39,399.4,405.99,21.35,21.48,23.55,14.03,0.935,62.95
401.43,398.38,395.7,21.31,22.19,23.52,14.64,0.909,62.78
395.56,399.16,399.4,22.89,23.49,23.09,12.27,0.897,65.11
401.93,399.61,401.63,25.69,23.37,24.74,14,0.892,61.38
401.93,404.16,401.95,22.89,22.47,21.24,15.05,0.889,64.28
395.56,404.61,401.28,23.58,23.51,22.94,14.02,0.905,62.77
401.81,397.66,405.04,23.27,20.98,22.93,11.75,0.907,62.42
392.85,401.15,398.93,23.37,22.72,21.93,13.83,0.914,60.71
400.27,397.12,402.56,22.49,21.34,23.86,13.16,0.91,65.25
400.2,401.98,400.09,24.38,21.4,21.89,12.94,0.895,62.41
399.88,398.15,399.48,23.95,22.73,21.83,12.58,0.899,62.32
404.18,400.27,400.95,25.18,24.93,21.36,13.69,0.888,62.78
394.52,400.64,398.51,20.79,22.11,23.11,14.09,0.901,62.36
397.58,397.48,397.3,23.12,22.18,23.66,14.63,0.889,61.64
400.21,395.92,405.73,24.12,22.21,23.93,14.12,0.899,63.18
394.73,401.73,403.83,25.05,25.49,22.25,14.25,0.915,64.49
398.2,403.86,405.79,22.07,23.08,25.02,14.27,0.906,63.04
401.51,398.13,399.1,23.72,23.03,24.21,13.18,0.906,64.27
401.93,398.53,400.8,23.99,22.37,23.16,14.21,0.92,64.45
402.4,396.24,394.84,21.47,23.45,22.09,13.97,0.909,63.23
398.64,396.76,402.09,24.19,23.77,24.55,13.39,0.889,62.56
396.5,400.11,401.09,22.39,22.78,21.61,12.99,0.873,62.25
402.21,398.13,401.72,24.4,22.68,25.26,13.24,0.891,62.39
401.8,398.5,397.74,22.01,22.71,22.77,13.12,0.882,63.5
406.23,400.55,394.31,22.49,21.05,22.06,13.7,0.892,62.01
401.86,399.79,401.85,22.96,22.5,23.6,14.61,0.885,61.97
402.67,402.72,404.55,23.79,23.69,22.1,13.88,0.916,62.49
398.3,396.65,403.77,23.03,25.92,23.44,14.84,0.904,63.28
397.11,401.6,398.38,20.05,23.14,23.75,14.33,0.906,62.05
399.73,400.08,400.54,23.65,24.15,22.47,14.33,0.908,61.93
407,394.62,398.96,22.31,23.64,23.28,14.38,0.902,63.32
399,400.81,393.21,22.23,22.84,25.84,13.22,0.904,62.89
397.69,397.46,406.5,22.85,22.73,23.32,13.87,0.909,62.85
399.66,397.09,396.63,22.13,25.01,21.98,11.92,0.895,62.76
395.53,400.04,398.41,22.46,23.22,22.53,14.48,0.89,64.22
398.23,402.07,400.56,24.2,20.64,22.91,13.95,0.895,63.59
398.77,402.37,396.77,24.03,23.32,20.97,13.8,0.922,63.3
399.89,405.39,403.62,23.89,22.07,22.23,13.52,0.881,63.72
406.17,400.47,400.14,20.46,22.07,26,13.82,0.892,62.68
400.87,403.51,403.32,24.61,23.28,24.43,12.28,0.906,63.1
398.43,401.36,399.32,23.82,23.73,20.38,15.01,0.909,62.91
402.47,399.56,397.1,22.06,22.89,23.38,14.65,0.91,64.51
403.31,401.71,399.39,22.11,21.14,20.96,15.09,0.874,61.91
405.49,401.97,398.39,22.43,23.39,24.72,13.54,0.907,62.86
399.52,400.91,398.58,22.27,23.43,24.62,14.89,0.886,64.16
395.67,400.82,402.68,22.51,23.36,22.34,13.47,0.87,63.41
404.35,396.64,405.65,24.7,23.45,22.3,13.84,0.891,63.16
404.29,407.17,405.12,22.43,23.61,22.61,14.48,0.906,62
398.85,403.75,397.01,23.05,20.45,23.93,13.93,0.901,65.28
399.63,396.93,401.37,22.49,22.34,22.01,15.48,0.891,63.61
406.54,404.73,398.17,23.04,24.52,21.92,13.77,0.891,64.15
402.9,397.06,399.48,23.14,23.54,23.76,15.27,0.894,62.29
401.63,398.77,398.26,22.3,23.02,23.32,14.27,0.898,64.2
399.96,402.58,403.43,21.75,23.44,25.33,13.27,0.897,63.96
401.14,402.33,397.98,24.7,21.82,21.76,13.24,0.912,61.98
399.63,401.75,399.08,22.86,21.92,23.64,14.47,0.915,62.38
399.03,403.83,398.32,22.35,24.73,21.59,14.14,0.928,63.37
402.96,401.52,405.06,23.4,22.99,24.29,14.65,0.89,63.43
401.84,400.73,400.71,23.45,22.96,22.12,13.39,0.87,63.07
396.01,402.39,406.81,23.84,22.42,20.73,13.55,0.897,63.63
397.36,400.74,398.29,24.87,24.96,23.45,14.21,0.887,63.2
404.56,398.76,402.12,22.05,21.75,23.67,13.84,0.928,60.74
395.83,401.98,401.39,25.04,23.83,23.79,14.43,0.91,62.62
399.16,392.25,402.9,22.35,22.4,21.25,13.12,0.892,62.88
398.91,401.52,397.42,23.18,21.36,23.47,12.97,0.896,64.34
401.3,402.28,400.72,22.22,24.31,22.7,15.21,0.925,63.47
402.35,400.98,397.84,21.08,22.82,21.74,14.27,0.91,62.65
401.79,403.04,402.55,23.05,23.66,23.56,13.65,0.899,62.43
395.37,396.2,405.23,23.91,23.83,23.81,13.72,0.899,62.86
398.39,395.94,397.61,21.82,22.53,21.4,14.01,0.902,62.06
400.46,402.39,399.94,22.96,22.88,21.64,14.85,0.884,63
397.18,403.55,401.65,21.83,22.26,24.01,14,0.878,62.89
399.39,400.5,400.17,23.01,23.43,22.82,12.78,0.891,65.69
398.96,401.4,399.33,24.98,25.68,24.56,13,0.908,62.69
401.14,395.85,402.84,22.58,23.44,23.53,14.07,0.889,62.65
399.57,400.88,398.2,24.63,22.34,25.1,13.99,0.889,62.24
403.23,403.38,397.15,25.2,22.98,23.94,13.89,0.92,61.42
404.62,401.49,403.24,23.73,21.71,24.35,13.54,0.907,64.39
399.01,398.52,400.53,24.67,23.93,22.18,15.01,0.908,64.34
402.15,394.33,400.95,22.17,21.54,22.18,14.57,0.88,62.1
402.89,400.34,402.5,24.97,25.08,21.9,13.08,0.923,62.96
395.49,403.39,397.37,20.32,23.5,24.2,13.45,0.897,63.34
397.04,398.45,406.9,25.17,22.21,22.47,14.4,0.898,63.84
397.06,399.29,397.99,22.68,23.07,21.92,12.81,0.909,62.91
404.56,400.15,403.04,20.8,22,22.05,13.42,0.903,63
402.85,400.48,401.52,22.71,22.47,24.48,12.5,0.873,66.49
399.98,396.72,396.74,23.43,21.83,24.28,13.74,0.869,63.92
400.63,402.09,399.65,23.01,22.95,21.77,13.83,0.9,63.33
401.16,398.52,401.42,23.51,24.23,23.58,14.53,0.89,61.86
398.89,405.63,395.97,22.59,23.05,21.16,13.48,0.897,62.37
398.76,397.12,397.53,23.5,24.62,21.96,13.83,0.9,62.24
398.45,402.37,402.62,21.49,24.28,22.96,13.32,0.908,63.21
401.31,397.41,398.8,24.19,23.45,22.7,13.46,0.912,63.23
404.4,397,401.75,22.66,21.39,24,15.74,0.901,64.31
404.8,396.79,401.19,25.2,24.15,25.63,13.27,0.918,64.03
403.29,399.76,404.7,22.4,23.75,23.45,14.53,0.908,65.39
405.3,396.99,399.28,23.63,23.37,23.37,13.04,0.874,63.25
399.93,404.8,396.28,24.05,23.14,22.84,14.33,0.886,62.29
397.92,399.36,400.59,23.28,24.13,21.88,14.82,0.904,63.73
402.58,402.44,396.67,26.32,22.54,23.91,15.29,0.921,63.15
395.85,400.78,403.48,24.03,22.62,24.71,13.43,0.905,64.94
397.75,399.2,401.3,22.59,23.43,22.57,15.1,0.914,62.36
393.97,399.3,398.06,23.37,23.09,22.17,13.78,0.904,62.91
396.85,404.57,393.88,21.75,23.48,22.8,13.98,0.89,63.07
396.11,405.66,399.2,23.76,23.15,23.28,14.39,0.888,63.3
398.67,401.18,404.02,22.36,24.03,23.99,15.61,0.908,64.22
401,399.71,398.97,23.86,21.25,22.99,13.25,0.882,63.73
401.75,403.26,402.09,22.26,21.49,21.06,12.22,0.903,64.42
398.84,395.66,395.32,22.77,21.57,23.56,14.15,0.883,62.14
404.82,401.32,400.94,22.72,22.25,23.46,13.52,0.878,62.78
403.69,401.26,395.46,22.05,24.23,22.8,14.48,0.88,61.48
400.89,396.55,400.97,25.96,23.48,23.26,13.68,0.889,62.54
402.77,396.61,401.61,20.66,21.66,22.08,13.01,0.908,62.99
404.74,404.03,404.51,23.66,22.1,23.72,14.22,0.895,61.62
399.24,396.89,398.18,21.96,23.8,23.26,14.1,0.893,62.53
399.18,399.6,400.29,21.69,24.31,23.19,14.38,0.904,62.13
394.66,397.9,396.86,25.23,21.37,23.01,13.84,0.873,61.79
404.6,405.72,399.49,21.68,23.43,22.89,14.23,0.914,62.88
396.5,396.66,406.8,25.66,23.19,22.94,14.13,0.88,61.66
397.5,396.84,397.58,23.82,23.22,25.71,14.15,0.874,64.31
395.54,395.61,397.49,24.45,21.73,23.4,14.31,0.903,61.57
403.36,404.49,403.54,21.67,22.08,24.2,13.8,0.911,63.42
399.35,401.96,402.96,22.95,23.19,23.2,14.55,0.872,64.29
400.37,404.23,404.93,24.68,23.04,22.57,15.99,0.914,62.56
401.24,402.42,396.96,22.4,24.63,23.2,13.93,0.9,62.56
400.57,405.47,397.79,22.32,24.34,22.3,13.68,0.894,62.7
401.68,399.03,401.62,21.9,23.83,21.91,14.84,0.907,63.26
399.36,392.96,404.83,21.16,23.3,22.97,14.07,0.881,62.91
399.69,397.01,402.92,23.32,23.73,22.48,13.14,0.906,62.67
396.49,396.18,399.17,24.18,24.07,24.77,13.77,0.902,62.73
398.74,406.24,400.87,24.53,22.7,23.11,13.75,0.894,62.55
397.55,401.36,397.23,20.25,25.1,21.67,15.97,0.894,63.36
404.47,403.01,401.03,22.75,21.53,22.74,14.02,0.878,63.88
402.73,396.83,397.38,23.35,21.79,22.77,15.4,0.866,62.82
402.45,401.96,402.55,23.5,23.31,22.9,14.57,0.916,62.44
403.77,399.92,403.14,23.42,23.44,21.25,14.02,0.897,62.6
397.34,401.43,400.94,23.39,22.44,23.66,13.6,0.909,65.77
397.49,399.3,401.87,20.14,23.42,22.67,13.33,0.898,62.42
399.15,397.54,394.75,23.81,20.58,26.74,13.14,0.916,63.27
401.84,398.86,397.23,23.98,23.49,23.06,13.41,0.918,60.37
402.85,397.96,402.51,23.75,23.5,21.29,14.98,0.899,63.12
397.93,403.05,401.85,21.99,19.92,24.38,13.13,0.911,62.82
400.47,400.39,403.71,24.93,22.3,23.11,16.15,0.931,63.16
406.52,399.16,397.97,23.4,22.75,23.15,14.19,0.879,63.2
393.57,397.47,400,24.1,21.91,21.69,12.83,0.875,61.87
401.97,399.74,394.54,21.53,23.86,21.72,14.97,0.921,63.75
401.63,397.11,398.21,22.43,22.87,24.72,13.82,0.873,62.42
397.97,401.43,407.63,22.12,23.19,24.94,13.85,0.916,63.23
397.59,400.17,397.68,25.47,20.07,22.94,13.64,0.878,65.19
399.19,403.44,398.28,21.58,24.6,21.99,12.78,0.907,62.87
405.4,396.3,399,24.06,23.53,22.84,12.87,0.903,63.83
399.52,406.4,404.11,25.27,22.85,21.98,13.21,0.895,62.94
396.05,401.69,405.23,24.51,23.54,23.07,13.52,0.906,66.28
400.1,402.56,399.89,24.1,23.75,22.8,14.03,0.938,63.97
395.67,402.33,401.65,23.66,23.03,23.69,13.2,0.914,63.38
400.98,396.59,398.3,19.82,24.17,22.64,14.36,0.891,62.2
402.26,397.07,406.87,22.46,23.93,22.39,14.39,0.877,64.29
393.82,400.27,403.61,24.15,23.76,23.15,13.86,0.908,62.88
403.19,398.07,400.16,21.24,21.67,23.04,14.47,0.9,63.09
394.62,401.85,401.21,23.36,20.84,22.41,13.32,0.882,62.83
400,401.13,396.55,23.97,22.12,21.46,13.76,0.903,64.6
398.44,407.81,397.86,21.71,22.5,22.6,12.74,0.921,63.48
397.36,403.36,400.59,22.28,23.45,23.19,14.71,0.898,63.27
405.06,406.21,400.92,24.21,23.73,24.44,14.8,0.915,62.69
397.28,396.1,397.33,24.34,24.78,22.16,13,0.902,62.35
398.77,399.62,402.01,22.73,22.33,22.23,14.14,0.89,61.46
399.09,397.73,401.83,20.44,22.63,22.15,13.87,0.909,63.81
391.37,401.53,398.83,23.51,20.18,22.54,14.53,0.888,62.73
398,399.45,401.46,22.39,23.22,23.67,15.19,0.943,64.37
399.33,402.67,406.02,24.6,23.59,22.42,14.51,0.919,62.85
401.08,397.72,395.75,20.94,23.41,22.46,15.07,0.889,62.78
400.93,401.14,397.28,24.21,23.63,21.47,13.83,0.896,65.88
401.59,400.03,402.91,23.88,23.59,21.82,13.96,0.91,63.95
396.59,402.46,402.58,19.93,21.62,23.87,14.86,0.894,63.77
399.29,404.91,404.6,23.37,21.28,22.63,12.58,0.909,62.66
399.76,401.78,401.15,23.27,24.12,23.98,13.82,0.915,63.01
403.32,399.34,393.3,22.22,21.44,21.9,14.05,0.886,61.89
400.93,407.17,401.12,24.26,23.11,23.28,13.79,0.905,62.76
399.45,400.1,398.56,23.35,21.23,23.17,15.24,0.908,62.81
401.21,398.48,395.59,24.2,20.57,21.93,13.93,0.905,61.81
397.09,393.86,401.78,22.6,20.81,21.94,13.71,0.896,62.99
400.26,395.62,404.33,23.39,25.93,24.65,14.63,0.869,62.31
401.28,404.25,403.02,20.86,22.48,23.67,14.19,0.91,63.05
403.36,397.79,392.65,22.65,23.19,22.09,14.29,0.894,62.91
391.5,397.44,401.88,25.71,23.81,23.48,13.64,0.9,61.68
401.26,401.42,397.26,23.87,22.77,20,13.55,0.905,63.39
390.49,399.56,398.8,25.8,21.69,26.15,15.34,0.91,61.14
396.69,403.39,396.48,22.56,21.99,23.04,13.98,0.878,62.2
396.43,398.71,405.75,22.22,22.22,21.7,14.43,0.895,64.43
395.79,402.35,397.82,21.2,24.72,23.41,13.59,0.897,65.03
395.81,398.6,398.12,22.37,21.82,23.48,13.93,0.881,62.43
402.79,402.52,401.08,23.85,22.71,23.47,12.3,0.908,63.47
401.38,401.65,403.77,23.84,23.14,22.55,13.64,0.895,65.56
399.93,400.3,405.54,23.11,23.71,23.82,12.76,0.883,62.87
401.54,400.38,397.6,25.53,20.43,26.31,14.39,0.886,60.71
398.24,397.05,401.6,22.13,23.06,21.46,14.14,0.885,63.99
397.83,401.44,399.23,21.81,22.96,22.25,14.3,0.902,62.89
396.19,401.58,398.68,22.89,20.48,22.09,13.82,0.887,61.46
403.2,403.48,398.69,22.83,23.92,24.11,13.21,0.909,62.84
394.96,403.43,395.8,24.65,24.53,22.36,13.2,0.893,60.6
401.44,398.27,397.65,22.22,24.43,24.55,14.4,0.931,63.16
403.99,398.91,406.41,22.35,21.13,23.23,15.45,0.912,64.08
403.48,404.08,392.1,25.3,22.29,23.54,14.12,0.902,62.62
403.22,394.76,400.02,22.99,22.64,24.61,12.95,0.892,63.52
396.93,400.18,399.57,23.24,22.04,25,12.83,0.9,62.92
403.23,398.6,398.31,23.67,22.32,23.7,13.8,0.897,62.51
401.82,397.99,400.22,24.18,20.31,21.84,14.62,0.9,60.75
402.18,401.69,405.47,23.36,21.79,23.97,13.29,0.914,62.19
398.71,397.1,399.36,20.31,23.31,24.46,13.19,0.884,63.76
404.04,396.64,402.04,21.97,23.31,19.25,13.43,0.886,62.95
401.35,400.11,400.93,22.9,22.96,22.09,14.2,0.892,63.37
395.01,402.92,395.75,23.96,22.97,21.68,14.43,0.878,62.86
399.89,398.98,398.33,22,22.8,24.26,14.5,0.905,63.72
397.33,404.07,402.38,21.55,24.01,22.36,14.2,0.907,61.6
404.63,395.11,398.87,23.35,21.27,24.81,13.41,0.901,63.1
399.71,400.72,400.26,24.27,23.39,21.46,14.24,0.903,60.19
398.95,401.45,404.22,22.18,23.09,20.6,13.81,0.94,64.75
398.35,403.21,398.13,20.35,22.33,22.73,15.21,0.909,64.25
395.63,398.5,401.19,22.49,22.54,21.57,12.69,0.906,62.36
399.57,402.74,401.5,21.95,22.39,22.15,12.96,0.913,63.59
402.95,401.87,403.58,20.93,23.45,22.33,15.53,0.909,64.19
402.31,400.35,401.65,23.48,24.37,25.02,14.72,0.896,63.84
401.11,396.19,402.12,23.59,22.09,22.6,13.4,0.908,62.76
400.23,401.42,400.67,21.7,23.11,22.72,12.64,0.921,64.76
404.32,401.67,403.46,23.59,23.14,23.61,13.9,0.876,64.04
401.42,401.95,402.2,23.32,23.37,23.84,13.24,0.893,62.57
403.48,399.2,400.34,24.47,23.61,24.85,13.61,0.898,62.85
399.93,397.68,393.86,22.29,24.26,24.85,13.69,0.885,62.18
403.47,400.96,402.44,20.42,21.68,22.86,15.97,0.893,62.44
397.06,400.22,395.96,21.63,24.02,25.1,13.16,0.886,63.08
403.6,405.57,399.01,21.57,25.17,23.3,12.85,0.908,62.38
402.83,400,401.18,24.21,24.24,22.29,14.61,0.902,63.47
398.87,396.47,399.03,23.54,22.24,20.97,14.17,0.91,62.36
392.37,395.78,397.27,24.16,22.76,22.35,12.44,0.902,62.86
393.92,396.97,397.98,21.8,21.3,22.74,13.8,0.908,63.62
396.61,394.49,399.7,24.09,22.62,23.29,13.09,0.92,63.99
398.41,395.16,397.06,22.54,24.81,21.89,13.5,0.894,62.31
399.11,401.61,398.04,24.34,23.6,24.26,15.56,0.897,63.15
397.19,398.22,397.98,25.37,23.09,24.1,13.84,0.906,62.76
396.06,402.06,395.41,23.06,22.16,19.81,15.92,0.902,63.25
402.01,401.9,397.84,24.12,21.81,23.05,14.47,0.884,63.88
403.37,402.54,402.67,25.65,23.93,23.56,14.52,0.884,62.15
400.1,399.34,404.41,21.49,22.89,21.93,12.32,0.899,63.76
407.53,400.17,398.79,23.03,23.27,21.79,14.25,0.903,63.69
396.88,403.05,401.11,21.44,22.54,21.67,15.01,0.922,62.84
397.33,399.78,397.89,23.56,24.19,22,15.31,0.899,62.61
398.94,403.44,396.95,24.68,22.32,21.79,13.65,0.905,63.58
398.54,395.28,396.4,22.59,22.6,21.4,14.5,0.891,63.55
396.07,397.56,400.74,23.13,23.17,22.04,15.69,0.938,63.08
401.38,400.01,401.31,24.54,24.6,22.72,13.64,0.9,63.02
396.47,401.62,399.99,22,21.97,25.18,13.26,0.883,64.37
396.22,399.46,398.27,23.3,23.04,22.21,13.17,0.883,62.38
403.86,399.55,400.71,22.56,23.15,24.04,12.97,0.893,64.31
400.44,397.34,399.91,23.51,23.12,24.1,15.15,0.908,62.31
396.37,392.95,396,24.27,21.6,24.15,15,0.884,60.99
402.23,403.86,401.32,23.55,25,23.18,14.01,0.918,62.96
403.11,405.73,400.64,23.08,22.62,22.36,13.11,0.919,62.15
397.88,397.67,400.49,22.13,21.44,24.24,13.81,0.913,61.65
400.57,398.66,400.18,22.68,25.08,23.53,16.39,0.903,63.81
402.29,400,402.3,23.46,22.94,23.86,15.26,0.906,62.95
401.3,400.32,404.43,21.37,23.56,21.17,14.9,0.91,62.65
400.27,404.08,400.17,22.86,24.96,22.32,14.92,0.913,64.22
401.76,403.35,400.77,24.28,21.6,20.59,12.38,0.886,62.1
398.9,399.1,408.78,24.32,22.71,20.87,12.78,0.899,63.03
400.85,398.12,399.63,23.61,23.73,22.15,12.66,0.878,64.24
396.49,400.59,394.28,22.98,22.96,22.7,13.77,0.899,63.9
397,397.95,402.28,23.06,23.98,23.47,14.94,0.882,63.05
408.47,399.91,400.78,24.5,21.65,24.49,12.05,0.918,62.91
397.6,398.62,401.17,22.48,23.22,21.46,13.26,0.88,62.27
395.48,401.7,400.55,23.42,24.97,23.24,12.68,0.902,63.93
399.63,401.89,402.53,22.99,22.18,23.41,15.65,0.902,62.38
401.97,395,405.17,22.95,25.2,21.96,13.84,0.875,63.86
395.21,402.98,397.32,22.13,21.34,23.11,14.52,0.89,61.61
399.15,399.62,397.3,22.27,23.25,23.78,14.79,0.865,62.93
393.95,402.3,400.36,24.28,22.93,24.5,14.43,0.855,62.9
395.62,402.69,400.16,23.13,23.03,23.77,12.49,0.885,61.94
399.82,398.07,397.94,22.18,22.6,23.11,15.14,0.908,64.23
400.1,398.54,398.04,23.13,24.03,22.66,14.58,0.915,63.08
399.61,401.31,395.43,23.08,23.87,23.7,14.48,0.898,63.18
399.83,396.88,397.88,24.2,22.57,24.36,13.61,0.936,63.05
401.45,401.06,400.42,22.87,21.5,20.92,14.59,0.898,63.01
401.42,408.27,399.09,21.96,24.2,22.97,15.13,0.896,64.31
397.29,403.89,395.78,23.32,23.06,21.92,13.06,0.93,63.92
401.04,400.25,401.68,24.18,24.3,22.7,14.37,0.902,63.44
402.47,410.01,405.15,23.24,22.54,22.18,15.13,0.912,61.69
400.7,395.76,407.13,22.32,23.34,21.52,14.08,0.863,62.87
399.08,400.39,398.88,23.76,21.47,22.36,13.55,0.884,61.81
399.62,399.98,398.54,21.23,22.75,20.29,14.9,0.885,64.19
407.49,402.57,403.98,23.02,21.57,21.55,12.54,0.905,61.67
396.79,401.35,407.43,22.54,24.54,22.95,13.45,0.913,63.73
397.34,403.17,398.52,21.75,23.66,23.83,13.83,0.917,62.56
397.45,398.71,397.48,24.82,23.93,21.62,14.84,0.895,62.98
397.57,399.01,398.25,23.13,23.72,22.58,13.53,0.878,62.01
401.54,397.14,400.01,23.86,23.92,25.72,12.63,0.931,63.85
397.18,400.87,397.17,22.59,21.65,22.98,14.16,0.888,63.11
391.76,403.78,400.86,22.27,22.92,23.96,13.43,0.898,62.5
399.13,406.41,400.6,21.89,21.92,21.8,14.38,0.898,61.25
397.8,395.98,396.29,23.34,23.83,24,12.79,0.916,64.11
396.44,399.82,399.06,23.89,22.72,23.97,13.87,0.906,63.64
397.87,397.08,399.35,25.21,21.29,23.58,14.96,0.889,62.36
402.04,402.7,402.4,21.53,23.33,24.75,13.69,0.895,62.8
402.8,396.85,399.49,21.85,24.55,22.39,15.3,0.882,62.26
401.77,402.33,399.28,24.09,21.12,22.75,13.46,0.908,63.51
401.38,396.98,401.79,23.34,23.91,21.35,13.9,0.896,62.43
402.06,399.51,404.94,23.46,20.59,22.73,13.19,0.876,62.45
398.3,400.08,398.73,24.01,22.41,22.17,14.23,0.899,61.61
398.55,402.26,398.36,23.81,23.73,24.18,12.36,0.918,62.57
399.34,399.91,398.08,22.86,23.84,23.87,13.56,0.906,62.92
403.84,399.91,400.27,22.8,22.33,20.99,13.73,0.898,64.08
401.74,398.16,398.62,24.22,23.34,21.61,13.17,0.914,62.51
398.23,393.9,407.72,21.54,22.44,21.94,14.1,0.9,61.73
400.02,406.04,405.82,23.97,22.34,22.66,13.32,0.917,61.93
397.73,400.56,397.58,20.38,22.14,24.7,13.72,0.879,60.21
396.3,400.75,397.73,21.28,21.06,23.74,14.88,0.924,62.11
406.12,395.27,400.74,23.03,23.65,24.57,14.16,0.891,60.78
403.14,398.87,398.46,25.01,24.53,22.12,15.71,0.91,63.94
401.83,397.03,401.66,21.74,21.9,22.06,14.97,0.919,63.23
401.16,396.87,397.93,23.28,22.26,23.56,14.12,0.907,65.65
405.55,398.2,407.24,23.18,22.53,22.21,14.04,0.905,63.66
399.54,397.14,396.79,21.16,22.27,22.66,12.69,0.917,62.9
402.65,402.45,401.31,22.01,23.21,21.45,13.92,0.903,63.7
396.76,398.75,399.68,22.65,23.71,23.44,12.53,0.902,63.69
396.54,397.55,401.05,23.79,22,22.95,14.56,0.906,63.14
393.99,393.7,398.79,25.11,23.01,22.91,13.83,0.905,63.53
403.36,396.07,401.41,22.28,22.93,22.78,13.07,0.907,63.78
400.87,407.57,400.75,21.39,23.08,25.02,14.57,0.914,63.46
396.37,400.04,400.8,23.83,23.6,23.09,14.35,0.891,63.18
404.46,394.47,400.38,23.46,24.13,23.84,14.16,0.913,64.09
391.18,397.12,397.31,20.14,23.17,23.42,12.92,0.896,62.34
394.4,401.56,397.68,22.34,22.03,22.01,13.87,0.909,63.95
403.16,404.34,403.8,23.73,24.02,23.52,14.98,0.893,63.48
403.08,395.49,398.79,23.98,22.65,23.64,15.23,0.902,62.82
401.09,395.26,398.54,23.74,22.78,21.46,15.21,0.899,62.96
395.12,398.68,405.93,22.94,19.97,21.57,14.5,0.917,65.55
396.52,404.44,397.33,23.72,22.15,22.73,13.03,0.92,61.98
402.37,403.36,401.35,21.85,23,22.85,13.88,0.908,63.38
396.6,393.09,400.53,23.42,23.46,24.1,12.17,0.901,63.17
402.46,398.6,400.19,25.24,23.59,23.23,12.76,0.897,63.02
402.03,401.17,400.92,23.41,21.96,23.54,14.53,0.902,62.83
400.62,396.22,408.47,22.75,22.2,21.57,15.57,0.908,63.97
395.26,397.77,402.61,20.8,22.11,23.37,14.77,0.889,61.11
400.44,400.17,399.29,23.15,22.7,23.04,14,0.878,61.68
402.62,399.18,396.69,22.12,23.07,21.34,14.28,0.917,60.57
391.31,399.21,404.13,22.11,22.55,24.61,13.99,0.891,62.93
398.09,400.57,393.37,23.36,23.06,23.88,14.78,0.887,62.87
398.96,400.56,399.5,22.5,21.21,22.6,14.4,0.907,62.97
403.53,391.55,399.8,23.02,22.12,24.78,14.08,0.908,63.16
399.59,398.24,401.46,24.78,25.33,24.68,13.46,0.924,64.28
400.25,399.64,398.82,20.71,21.77,21.17,13.72,0.878,63
399.46,400.04,396.98,22.56,20.65,23.05,13.4,0.89,65.14
407.9,403.21,397.96,22.03,22.75,20.04,14.02,0.904,63.41
404.11,407.25,400.92,23.74,23.61,20.94,15.77,0.88,61
404.26,399.24,398.52,23.34,24.81,22.09,14.2,0.88,63.09
399.49,408.2,401.61,21.67,21.82,25,14.47,0.886,63.3
402.29,397.92,402.24,25.97,21.13,22.41,14.95,0.883,61.95
402.25,400.92,399.42,22.93,24.01,25.59,13.24,0.89,62.19
400.09,394.85,397.35,23.14,21.85,23.21,13.92,0.88,62.76
397.6,399.09,401.48,22.55,20.52,22.49,14.29,0.864,63.19
404.25,401.88,400.06,22.81,24.52,22.95,13.71,0.914,64.26
401.43,400.35,398.47,24.27,21.18,23.53,14.44,0.863,64.39
400.38,391.93,397.69,24.14,23.19,24.61,13.96,0.904,62.75
396.84,400.73,396.88,19.88,23.28,22,15.49,0.895,62.97
399.33,400.33,403.22,22.31,22.79,25.45,13.24,0.891,65.42
399.35,398.96,401.68,23.43,23.1,25.26,13.52,0.899,63.59
399.79,399.75,401.93,22.81,23.5,22.19,12.73,0.919,65.27
402.46,399.21,401.58,21.29,19.73,23.25,14.77,0.891,63.31
396.14,405.66,399.82,22.93,23.11,23.14,14.98,0.911,61.74
400.99,394.18,399.64,22.76,22.75,25.33,14.57,0.894,62.91
398.42,402.97,396.86,23.06,22.34,21.69,14.62,0.903,62.69
